item_id,item_description,item_long_description,preferred_supplier_id,status_type_code_id,status_item_code_id,created_by,created_date,modified_by,modified_date
2000002,"#101 6""RD SGL OUTLET NDS BASIN",,1000002,,1002,,,101,12/4/2004
2000004,"#12 1/2X1-1/4"" SS BAND CLAMP",,1000002,,1002,,,101,4/17/2005
2000006,"#14 3"" ROUND NDS BLACK GRATE",,1000002,,1002,,,101,4/17/2005
2000008,"#201 6""RD DBL OUTLET NDS BASIN",,1000002,,1002,,,101,4/17/2005
2000010,"#40 1-1/8X3"" SS BAND CLAMP",,1000002,,1002,,,101,12/17/2004
2000012,#451 4X100' SOLID ADS PIPE,,1000002,,1002,,,101,1/3/2005
2000014,"#50 6"" ROUND NDS GREEN GRATE",,1000002,,1002,,,101,12/17/2004
2000016,02040 40W EMP UV STERILIZER,,1000002,,1002,,,101,12/17/2004
2000018,"06001 6"" MULTI-FLOW END CAP",,1000002,,1002,,,101,12/17/2004
2000020,"1"" SXSXS S40 TEE",,1000002,,1002,,,101,12/17/2004
2000022,"1"" BRS LA MAN ANG VAL",,1000002,,1002,,,101,12/17/2004
2000024,"1"" SXS S40 PVC 90-ELL",,1000002,,1002,,,101,12/17/2004
2000026,"1"" SCH 40 S/W PVC PIPE",,1000002,,1002,,,101,12/17/2004
2000028,"1"" SXF S40 PVC FEM ADPT",,1000002,,1002,,,101,12/17/2004
2000030,"1"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,12/17/2004
2000032,"1"" SXS S80 PVC BALL VALVE",,1000002,,1002,,,101,12/17/2004
2000034,"1"" SXS SCH 40 PVC COUPLING",,1000002,,1002,,,101,12/17/2004
2000036,"1"" SLIP FIX REPAIR COUPLING",,1000002,,1002,,,101,12/17/2004
2000038,"1""X25' TAPE MEASURE",,1000002,,1002,,,101,12/17/2004
2000040,"1/2"" SXS S40 PVC 90-ELL",,1000002,,1002,,,101,12/17/2004
2000042,"1/2"" FIPT SCH 40 PVC CAP",,1000002,,1002,,,101,12/17/2004
2000044,"1/2"" 200# BRASS GATE VALVE",,1000002,,1002,,,101,12/17/2004
2000046,"1/2"" NEOPRENE CONDUIT GASKET",,1000002,,1002,,,101,12/17/2004
2000001,"#10 1/2X1-1/8"" SS BAND CLAMP",,1000002,,1002,,,101,12/28/2004
2000003,"#11 4"" ROUND NDS BLACK GRATE",,1000002,,1002,,,101,12/28/2004
2000005,"#13 4"" ROUND NDS GREEN GRATE",,1000002,,1002,,,101,12/28/2004
2000007,"#20 3/4X1-3/4"" SS BAND CLAMP",,1000002,,1002,,,101,12/28/2004
2000009,#343 3X100' ADS DRAIN GUARD,,1000002,,1002,,,101,12/28/2004
2000011,"#40 6"" ROUND NDS BLACK GRATE",,1000002,,1002,,,101,1/3/2005
2000013,#452 4X10' SOLID ADS PIPE,,1000002,,1002,,,101,1/3/2005
2000015,#651 6X10' SOLID ADS PIPE,,1000002,,1002,,,101,1/3/2005
2000017,"06000 6""X150'MULTI-FL DRN PIPE",,1000002,,1002,,,,
2000019,"06004 6"" MULTI-FLOW END OUTLET",,1000002,,1002,,,,
2000021,"1"" BRASS GARDEN VALVE",,1000002,,1002,,,101,1/2/2005
2000023,"1"" IXM POLY MALE ADPT",,1000002,,1002,,,101,1/2/2005
2000025,"1"" CL 200 S/W PVC PIPE",,1000002,,1002,,,101,1/2/2005
2000027,"1"" SLIP SCH 40 PVC CAP",,1000002,,1002,,,101,1/2/2005
2000029,"1"" 200# BRASS GATE VALVE",,1000002,,1002,,,101,1/2/2005
2000031,"1"" SXS SCH 40 PVC 45-ELL",,1000002,,1002,,,101,1/2/2005
2000033,"1"" BRS LA MAN STRAIGHT VAL",,1000002,,1002,,,101,1/2/2005
2000035,"1"" MIPTXF S40 PVC 90 ST-ELL",,1000002,,1002,,,101,1/2/2005
2000037,"1"" SXS SCH 40 NESTED COUPLING",,1000002,,1002,,,101,1/3/2005
2000039,"1/2"" ALUM CONDUIT COVER",,1000002,,1002,,,101,1/3/2005
2000041,"1/2"" C ALUM CONDUIT BODY",,1000002,,1002,,,101,1/3/2005
2000043,"1/2"" MIPT SCH 40 PVC PLUG",,1000002,,1002,,,101,1/3/2005
2000045,"1/2"" MIPTXF MARLEX 90 ST-ELL",,1000002,,1002,,,101,1/3/2005
2000047,"1/2"" MIPTXF S40 PVC 90 ST-ELL",,1000002,,1002,,,101,1/3/2005
2000048,"1/2"" BRS MAN GLOBE DRAIN VALVE",,1000002,,1002,,,,
2000049,"1/2"" PVC CONDUIT FLT CORD GRIP",,1000002,,1002,,,,
2000050,"1/2X1/4"" GALV HEX BUSHING",,1000002,,1002,,,101,1/3/2005
2000051,"1/2X1/4"" MIPXF S40 PVC BUSH",,1000002,,1002,,,101,1/3/2005
2000052,1/2X100' #2 CHAINLOCK TREE TIE,,1000002,,1002,,,,
2000053,"1/2X12"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/3/2005
2000054,"1/2X3"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/3/2005
2000055,"1/2X6"" HAND SAW COMPLETE",,1000002,,1002,,,101,1/3/2005
2000056,"1/2X8"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/3/2005
2000057,1/4PT TEFLON PIPE THREAD PASTE,,1000002,,1002,,,,
2000058,"1/8""X1/4"" WILKINS TESTCOCK",,1000002,,1002,,,101,1/3/2005
2000059,10 RD AMETEK PLS VAL BOX LID,,1000002,,1002,,,101,1/3/2005
2000060,10 RD AMETEK PLS VAL BOX-COMPL,,1000002,,1002,,,,
2000061,100DV-F 1FC R/B PLS ELEC VALVE,,1000002,,1002,,,,
2000062,10-2 AWM 100' LIGHTING CABLE,,1000002,,1002,,,101,1/3/2005
2000063,10-2 AWM 250' LIGHTING CABLE,,1000002,,1002,,,101,1/3/2005
2000064,10-2 AWM 500' LIGHTING CABLE,,1000002,,1002,,,101,1/3/2005
2000065,10F-LA R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/3/2005
2000066,10H-LA R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/3/2005
2000067,"10S-CIM 1/2H 115V 2"" L/G PUMP",,1000002,,1002,,,101,1/3/2005
2000068,10VAN R/B ADJ PLS NOZZLE,,1000002,,1002,,,101,1/3/2005
2000069,10'X45MIL EPDM FIRESTONE LINER,,1000002,,1002,,,,
2000070,"1-1/2"" SXS S40 PVC 90-ELL",,1000002,,1002,,,101,1/3/2005
2000071,"1-1/2"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/3/2005
2000072,"1-1/2"" SXS S80 PVC BALL VALVE",,1000002,,1002,,,101,1/3/2005
2000073,"1-1/2X1-1/4""SPGXF S40 PVC BUSH",,1000002,,1002,,,,
2000074,"1-1/2X1-1/4""SPGXS S40 PVC BUSH",,1000002,,1002,,,,
2000075,"1-1/2X12"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/3/2005
2000076,"1-1/2X2"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,,
2000077,"1-1/2X6"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/3/2005
2000078,"1-1/4"" SXSXS S40 TEE",,1000002,,1002,,,101,1/3/2005
2000079,"1-1/4"" GALVANIZED TEE",,1000002,,1002,,,101,1/3/2005
2000080,"1-1/4"" IXI POLY COUPLING",,1000002,,1002,,,101,1/3/2005
2000081,"1-1/4"" IXM POLY MALE ADPT",,1000002,,1002,,,101,1/3/2005
2000082,"1-1/4"" SXS S40 PVC 90-ELL",,1000002,,1002,,,101,1/3/2005
2000083,"1-1/4"" GALVANIZED COUPLING",,1000002,,1002,,,101,1/3/2005
2000084,"1-1/4"" SCH 40 S/W PVC PIPE",,1000002,,1002,,,101,1/3/2005
2000085,"1-1/4"" SLIP SCH 40 PVC CAP",,1000002,,1002,,,101,1/3/2005
2000086,"1-1/4""    FXF SCH 40 PVC UNION",,1000002,,1002,,,,
2000087,"1-1/4""    SXF S40 PVC FEM ADPT",,1000002,,1002,,,,
2000088,"1-1/4"" 200# BRASS GATE VALVE",,1000002,,1002,,,101,1/3/2005
2000089,"1-1/4"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/3/2005
2000090,"1-1/4"" SXS SCH 40 PVC 45-ELL",,1000002,,1002,,,101,1/3/2005
2000091,"1-1/4"" SXS SCH 40 PVC COUPLING",,1000002,,1002,,,,
2000092,"1-1/4""MIPTXF S40 PVC 90 ST-ELL",,1000002,,1002,,,,
2000093,"1-1/4""SLIP FIX REPAIR COUPLING",,1000002,,1002,,,,
2000094,"1-1/4X1"" SPGXF S40 PVC BUSH",,1000002,,1002,,,101,1/3/2005
2000095,"1-1/4X1/2"" SXSXF S40 TEE",,1000002,,1002,,,101,1/3/2005
2000096,"1-1/4X3/4"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/3/2005
2000097,"1-1/4X4"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/3/2005
2000098,"1-1/4X6"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/3/2005
2000099,"1137 2""X108' ADS COUPLING TAPE",,1000002,,1002,,,,
2000100,"12"" PVC/ABS LENOX HAND SAW",,1000002,,1002,,,101,1/3/2005
2000101,"12"" PVC/ABS LENOX BLADE ONLY",,1000002,,1002,,,101,1/3/2005
2000102,12-2 AWM 500' LIGHTING CABLE,,1000002,,1002,,,101,1/3/2005
2000103,12F R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/3/2005
2000104,12H R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/3/2005
2000105,12OZ BLK PURIFALLS FOAM SEALNT,,1000002,,1002,,,,
2000106,12Q  R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/3/2005
2000107,12STD T-TOP AMETEK BOX-COMPL,,1000002,,1002,,,101,1/3/2005
2000108,12VAN R/B ADJ PLS NOZZLE,,1000002,,1002,,,101,1/3/2005
2000109,130900 PG HU RED NOZZLE TREE,,1000002,,1002,,,101,1/3/2005
2000110,14/1 500' WHT UF IRR CONT WIRE,,1000002,,1002,,,,
2000111,1525-DB N/S ACE DB CONN (2/PK),,1000002,,1002,,,,
2000112,1538-DB N/S DUAL ACE CONN 2/PK,,1000002,,1002,,,,
2000113,15H R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/3/2005
2000114,15JSD 115WP SJ SGL FL SW,This is the one to use with the CIM series and other oil filled sump pumps.  ,1000002,,1002,,,101,1/3/2005
2000115,15PMD 115/230WOP SJ SGL FL SW,,1000002,,1002,,,101,1/3/2005
2000116,15PMU 115WP SJ SGL FL SW,,1000002,,1002,,,101,1/3/2005
2000117,15PMU 115/230WOP SJ SGL FL SW,,1000002,,1002,,,101,1/3/2005
2000118,15Q R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/4/2005
2000119,15SST 4X30' R/B SIDE STRIP NOZ,,1000002,,1002,,,,
2000120,15VAN R/B ADJ PLS NOZZLE,,1000002,,1002,,,101,1/4/2005
2000121,15'X45MIL EPDM FIRESTONE LINER,,1000002,,1002,,,,
2000122,"17X30X18"" AMETEK VAL BOX-COMP",,1000002,,1002,,,101,1/4/2005
2000123,"18"" PVC/ABS LENOX BLADE ONLY",,1000002,,1002,,,101,1/4/2005
2000124,18/1 500' GRN UF IRR CONT WIRE,,1000002,,1002,,,,
2000125,18/13 250' UF IRR CONT WIRE,,1000002,,1002,,,101,1/4/2005
2000126,18/5 250' UF IRR CONT WIRE,,1000002,,1002,,,101,1/4/2005
2000127,18/6 250' BP UF IRR CONT WIRE,,1000002,,1002,,,101,1/4/2005
2000128,18/7  250' BP UF IRR CONT WIRE,,1000002,,1002,,,,
2000129,18/9 500' UF IRR CONT WIRE,,1000002,,1002,,,101,1/4/2005
2000130,18/9 250' BP UF IRR CONT WIRE,,1000002,,1002,,,101,1/4/2005
2000131,1800-RETRO R/B 1800 RETROKIT,,1000002,,1002,,,101,1/4/2005
2000132,1804 4 R/B PLS POP-UP BODY,,1000002,,1002,,,101,1/4/2005
2000133,1806 6 R/B PLS POP-UP BODY,,1000002,,1002,,,101,1/4/2005
2000134,18-2 AWM 100' N/S TREE CABLE,,1000002,,1002,,,101,1/4/2005
2000135,18-2 AWM 250' N/S TREE CABLE,,1000002,,1002,,,101,1/4/2005
2000136,18VAN  R/B ADJ PLS NOZZLE,,1000002,,1002,,,101,1/4/2005
2000137,"1X1/2"" SXSXF S40 TEE",,1000002,,1002,,,101,1/4/2005
2000138,"1X1/2"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000139,"1X1-1/4"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,,
2000140,"1X18"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/4/2005
2000141,"1X24"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/4/2005
2000142,"1X3/4"" SXSXF S40 TEE",,1000002,,1002,,,101,1/4/2005
2000143,"1X3/4"" MIPXF S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000144,"1X3/4"" SPGXF S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000145,"1X3/4"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000146,"1X6"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/4/2005
2000147,"2"" FLEX PVC PIPE",,1000002,,1002,,,101,1/4/2005
2000148,"2"" SXSXS S40 TEE",,1000002,,1002,,,101,1/4/2005
2000149,"2"" SXS S40 PVC 90-ELL",,1000002,,1002,,,101,1/4/2005
2000150,"2"" CI/PXCI/P FLEX CPLG",,1000002,,1002,,,101,1/4/2005
2000151,"2"" SCH 40 S/W PVC PIPE",,1000002,,1002,,,101,1/4/2005
2000152,"2"" MIPT SCH 40 PVC PLUG",,1000002,,1002,,,101,1/4/2005
2000153,"2"" SLIP PVC SWING CHECK",,1000002,,1002,,,101,1/4/2005
2000154,"2"" SXS SCH 40 PVC UNION",,1000002,,1002,,,101,1/4/2005
2000155,"2"" CHECKMATE COMBO VALVE",,1000002,,1002,,,101,1/4/2005
2000156,"2"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/4/2005
2000157,"2"" SXS SCH 40 PVC 45-ELL",,1000002,,1002,,,101,1/4/2005
2000158,"2"" SXS S40 PVC BALL VALVE",,1000002,,1002,,,101,1/4/2005
2000159,"2"" SXS S80 PVC BALL VALVE",,1000002,,1002,,,101,1/4/2005
2000160,"2"" SXS SCH 40 PVC COUPLING",,1000002,,1002,,,101,1/4/2005
2000161,"2""X8' ACQ TREATED TREE STAKE",,1000002,,1002,,,101,1/4/2005
2000162,20'X45MIL EPDM FIRESTONE LINER,,1000002,,1002,,,,
2000163,"25""X100' ADS FILTER FABRIC",,1000002,,1002,,,101,1/4/2005
2000164,25LB PURIFALLS CERAMIC FLT MED,,1000002,,1002,,,,
2000165,25LB SUNSATIONAL 3-WAY RYE MIX,,1000002,,1002,,,,
2000166,"2X1-1/2"" SPGXF S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000167,"2X1-1/2"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000168,"2X1-1/4"" SPGXF S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000169,"2X1-1/4"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000170,2X2X6 TREE STAKE,,1000002,,1002,,,101,1/4/2005
2000171,"2X3/4"" SXSXF S40 TEE",,1000002,,1002,,,101,1/4/2005
2000172,"2X3X3"" PVC/DWV DOWN SPOUT ADPT",,1000002,,1002,,,,
2000173,3 CI/PXCI/P FLEX CPLG,,1000002,,1002,,,101,1/5/2005
2000174,"3"" FLEX PVC PIPE",,1000002,,1002,,,101,1/10/2005
2000175,"3"" ADSXSL FLEX CPLG",,1000002,,1002,,,101,1/9/2005
2000176,"3"" HXHXH PVC/DWV TEE",,1000002,,1002,,,101,1/9/2005
2000177,"3"" HXH PVC/DWV 45-ELL",,1000002,,1002,,,101,1/9/2005
2000178,"3"" HXH PVC/DWV 90-ELL",,1000002,,1002,,,101,1/9/2005
2000179,"3"" HXH PVC/DWV COUPLING",,1000002,,1002,,,101,1/9/2005
2000180,"3"" SLIP PVC SWING CHECK",,1000002,,1002,,,101,1/9/2005
2000181,"3"" HXH PVC/DWV LT 90-ELL",,1000002,,1002,,,101,1/9/2005
2000182,"3"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/9/2005
2000183,"3"" HXH DRAIN LINE COUPLING",,1000002,,1002,,,101,1/9/2005
2000184,"3"" 12STD AMETEK PLS VAL BOX EXT",,1000002,,1002,,,101,1/9/2005
2000185,"3""X100' DBL SIDED PND LNR TAPE",,1000002,,1002,,,,
2000186,"3""X20' PVC/DWV COEXL PIPE",,1000002,,1002,,,101,1/9/2005
2000187,"3""X20' PERF PVC/DWV COEXL PIPE",,1000002,,1002,,,,
2000188,"3/4"" SCH 40 S/W PVC PIPE",,1000002,,1002,,,101,12/10/2005
2000189,"3/4"" SXSXS S40 TEE",,1000002,,1002,,,101,1/10/2005
2000190,"3/4"" IXM POLY MALE ADPT",,1000002,,1002,,,101,1/10/2005
2000191,"3/4"" SXF S40 PVC 90-ELL",,1000002,,1002,,,101,1/10/2005
2000192,"3/4"" SXS S40 PVC 90-ELL",,1000002,,1002,,,101,1/10/2005
2000193,"3/4"" CL 200 S/W PVC PIPE",,1000002,,1002,,,101,1/10/2005
2000194,"3/4"" SLIP SCH 40 PVC CAP",,1000002,,1002,,,101,1/10/2005
2000195,"3/4"" T&C GALVANIZED PIPE",,1000002,,1002,,,101,1/10/2005
2000196,"3/4"" SXF S40 PVC FEM ADPT",,1000002,,1002,,,101,1/10/2005
2000197,"3/4"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/10/2005
2000198,"3/4"" SXS SCH 40 PVC 45-ELL",,1000002,,1002,,,101,1/10/2005
2000199,"3/4"" SXS S80 PVC BALL VALVE",,1000002,,1002,,,101,1/10/2005
2000200,"3/4"" BRASS NO KINK HOSE BIBB",,1000002,,1002,,,101,1/10/2005
2000201,"3/4"" BRS LA MAN STRAIGHT VAL",,1000002,,1002,,,101,1/10/2005
2000202,"3/4"" MIPTXF MARLEX 90 ST-ELL",,1000002,,1002,,,101,1/10/2005
2000203,"3/4"" SXS SCH 40 PVC COUPLING",,1000002,,1002,,,101,1/10/2005
2000204,"3/4"" MIPTXF S40 PVC 90 ST-ELL",,1000002,,1002,,,101,1/10/2005
2000205,"3/4"" SXS SCH 40 NESTED COUPLING",,1000002,,1002,,,101,1/10/2005
2000206,"3/4""X520"" TEFLON TAPE",,1000002,,1002,,,101,1/10/2005
2000207,"3/4X1"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/10/2005
2000208,"3/4X1/2"" SXSXF S40 TEE",,1000002,,1002,,,101,1/10/2005
2000209,"3/4X1/2"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/10/2005
2000210,"3/4X1/2"" SXF S40 PVC 90-ELL",,1000002,,1002,,,101,1/10/2005
2000211,"3/4X1/2"" SXS S40 PVC 90-ELL",,1000002,,1002,,,101,1/10/2005
2000212,"3/4X36""      SCH 80 PVC NIPPLE",,1000002,,1002,,,,
2000213,3/4X60' 1700 TEMFLEX ELEC TAPE,,1000002,,1002,,,,
2000214,3/4XCLS SCH 80 PVC NIPPLE,,1000002,,1002,,,101,1/10/2005
2000215,"30"" NETTED BIO BAG",,1000002,,1002,,,101,1/10/2005
2000216,30'X45MIL EPDM FIRESTONE LINER,,1000002,,1002,,,,
2000217,"312 3"" ADS SNAP COUPLING",,1000002,,1002,,,101,1/10/2005
2000218,"332 3"" ADS SNAP END CAP",,1000002,,1002,,,101,1/10/2005
2000219,"3504-PC 1/2"" R/B POP-UP ROTOR",,1000002,,1002,,,101,1/10/2005
2000220,"390 3"" ADS SNAP 90-ELL",,1000002,,1002,,,101,1/10/2005
2000221,3X100' 3.5 OZ DRAINAGE FABRIC,,1000002,,1002,,,101,1/10/2005
2000222,"3X2"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/10/2005
2000223,"3X2"" CI/PXCI/P FLEX CPLG",,1000002,,1002,,,101,1/10/2005
2000224,4 IN ONE SCREW DRIVER,,1000002,,1002,,,101,1/10/2005
2000225,"4"" ADSXSL FLEX CPLG",,1000002,,1002,,,101,1/10/2005
2000226,"4"" HXHXH PVC/DWV TEE",,1000002,,1002,,,101,1/10/2005
2000227,"4"" HXH PVC/DWV 90-ELL",,1000002,,1002,,,101,1/10/2005
2000228,"4"" CI/PXCI/P FLEX CPLG",,1000002,,1002,,,101,1/10/2005
2000229,"4"" SCH 40 S/W PVC PIPE",,1000002,,1002,,,101,1/10/2005
2000230,"4"" HXH PVC/DWV COUPLING",,1000002,,1002,,,101,1/10/2005
2000231,"4"" SLIP PVC SWING CHECK",,1000002,,1002,,,101,1/10/2005
2000232,"4"" 200# BRASS GATE VALVE",,1000002,,1002,,,101,1/10/2005
2000233,"4"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/10/2005
2000234,"4"" ORG FBGLS KEN TRENCH SHOVEL",,1000002,,1002,,,,
2000235,"4""X10' F-810 SOLID DRAIN PIPE",,1000002,,1002,,,101,1/10/2005
2000236,"4""X20' PVC/DWV COEXL PIPE",,1000002,,1002,,,101,1/10/2005
2000237,"4""X20' PERF PVC/DWV COEXL PIPE",,1000002,,1002,,,,
2000238,40-562 BLU KING WIRE CONN-SNGL,,1000002,,1002,,,,
2000239,4X13' SDR35 PVC SEWER PIPE,,1000002,,1002,,,101,1/10/2005
2000240,"4X2"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/10/2005
2000241,50 LB SUNSATIONAL LAWN BLEND,,1000002,,1002,,,101,1/10/2005
2000242,5004-FC R/B POP-UP ROTOR,,1000002,,1002,,,101,1/10/2005
2000243,5004-PC R/B POP-UP ROTOR,,1000002,,1002,,,101,1/10/2005
2000244,50LB CALPRIL LIME PH AMENDMENT,,1000002,,1002,,,,
2000245,50LB SUNSATIONAL 3-WAY RYE MIX,,1000002,,1002,,,,
2000246,6' RAINBIRD PIGTAIL,,1000002,,1002,,,101,1/10/2005
2000247,6 FOOT CONTROLLER ANGLE CORD,,1000002,,1002,,,101,1/10/2005
2000248,"6"" RD AMETEK PLS VAL BOX-COMPL",,1000002,,1002,,,,
2000249,"6"" 12STD AMETEK PLS VAL BOX EXT",,1000002,,1002,,,101,1/10/2005
2000250,"2"" NOR PP BULKHD FTG",,1000002,,1002,,,101,1/10/2005
2000251,"3"" NOR BULKHEAD FITTING",,1000002,,1002,,,101,1/10/2005
2000252,1/2X3/4 CXMIPT PEPCO MA,,1000002,,1002,,,101,1/10/2005
2000253,6X100' 3.5 OZ DRAINAGE FABRIC,,1000002,,1002,,,101,1/10/2005
2000254,"700-CF-1  R/B 1/2"" COMP ADAPT",,1000002,,1002,,,101,1/10/2005
2000255,"700-CF-2 R/B 1/2"" COMP TEE",,1000002,,1002,,,101,1/10/2005
2000256,"700-CF-21 1/2""C R/B FLUSH CAP",,1000002,,1002,,,101,1/10/2005
2000257,"700-CF-3 1/2"" CXC R/B 90 ELL",,1000002,,1002,,,101,1/10/2005
2000258,"700-CF-4 1/2"" CXC R/B COUP",,1000002,,1002,,,101,1/10/2005
2000259,70-566 TAN KING WIRE CONN-SNGL,,1000002,,1002,,,,
2000260,721 QUART BLUE PVC CEMENT,,1000002,,1002,,,101,1/10/2005
2000261,721 1/2 PT BLUE PVC CEMENT,,1000002,,1002,,,101,1/10/2005
